author,title,description,content,date
Lewin Day,The Young Engineers Guide To University Capstone Projects,"Engineering degrees are as wide and varied as the potential careers on offer out in the real world. Theres plenty of maths to learn, and a cavalcade of tough topics, from thermodynamics to fluid mechanics. However, the real challenge is the capstone project.","Engineering degrees are as wide and varied as the potential careers on offer out in the real world. Theres plenty of maths to learn, and a cavalcade of tough topics, from thermodynamics to fluid mechanics. However, the real challenge is thecapstone project. 8411 chars ",2019-11-26T18:00:31Z
Richard Lawler,"Sony AI unit launches to push R D in gaming, cameras and food","Ever since Sony announced the return of Aibo in 2016, it's increasingly focused on developing AI technology to push its products. Now it's established Sony AI which will have offices in Japan, Europe and the US focused on bringing ""world class fundamental res","The first three areas it's focusing on are gaming, imaging amp sensing, and gastronomy. As for that last one, a concept video Sony released last year proposed the idea of ""robot gastronomomy"" that relied on autonomous tech to cook food at home or even on a 486 chars ",2019-11-20T02:51:00Z
Devindra Hardawar,Researchers develop an AI system with near perfect seizure prediction,"We've seen a smart arm bracelet that can predict nightly seizures, but now a pair of researchers have created something even more promising an AI system that can predict epileptic seizures with 99.6 percent accuracy. Even better, it can do so up to an hour b","While it's not a complete fix, the new AI system, developed by Hisham Daoud and Magdy Bayoumi of the University of Louisiana at Lafayette, is a major leap forward from existing prediction methods. Currently, other methods analyze brain activity with an EEG e 508 chars ",2019-11-16T04:33:00Z
"acollman@businessinsider.com (Ashley Collman), Ashley Collman",Some students are worried the NotAgainSU movement protesting racism at Syracuse University has gone too far,Maranie Staab Reuters A protest movement formed at Syracuse University earlier this month in response to a series of disturbing racist incidents on campus. The leaders of NotAgainSU staged a sit in of the campus health center and refused to leave until the c,"SYRACUSE, New York Protests erupted at Syracuse University earlier this month in response to a barrage of racist incidents on campus. Hundreds of students staged a sit in at the campus' main gym last week, refusing to leave until the chancellor agreed to a 4803 chars ",2019-11-24T00:58:57Z
AP,Missing Clark Atlanta University Student Found Dead,The body of 21 year old Alexis Crawford was found Friday at a park in DeKalb County.,ATLANTA AP Authorities say a missing Clark Atlanta University student has been found dead. Atlanta Police Chief Erika Shields said at a news conference that the body of 21 year old Alexis Crawford was found Friday at a park in DeKalb County. Shields says 736 chars ,2019-11-09T00:15:35Z
,U.S. Senate Unanimously Passes Measure Backing Hong Kong Bloomberg,U.S. Senate Unanimously Passes Measure Backing Hong Kong Bloomberg Protesters and police locked in tense standoff at Hong Kong university CBS News What's left of one Hong Kong university after hundreds of protesters fled CNN Staring into Hong Kong's future to,nan,2019-11-19T23:02:00Z
Emily Cochrane,Who Is Michael J. Gerhardt Professor Made Impeachment His Specialty,Mr. Gerhardts research has focused on constitutional conflicts between presidents and Congress.,"For the second time, Michael J. Gerhardt will appear before Congress as an expert on impeachment. In 1998, when President Bill Clinton was facing impeachment, he was the only expert on a panel of 19 witnesses summoned by both parties to offer insight into the 800 chars ",2019-12-04T14:19:20Z
Associated Press,Indiana University Says It Cant Fire Professor for Bigoted Social Media Comments,"An Indiana University professor who posted racist, sexist, and homophobic comments will keep his job, university officials announced"," BLOOMINGTON, Ind. A professor at Indiana University who defended racist, sexist, and homophobic comments that he posted on his social media accounts will keep his job because his views are protected under the Constitution, university officials announced 2848 chars ",2019-11-22T02:10:04Z
KEN MORITSUGU,"Holed up in university, Hong Kong protesters issue demands",Protesters who have barricaded themselves in a Hong Kong university partially cleared a road they were blocking and demanded that the government commit to holding local elections on Nov. 24. One lane of the Tolo Highway was cleared in both directions Friday m,HONG KONG AP Protesters who have barricaded themselves in a Hong Kong university partially cleared a road they were blocking and demanded that the government commit to holding local elections on Nov. 24. One lane of the Tolo Highway was cleared in both dir 1936 chars ,2019-11-15T03:02:49Z
Amanda Becker,Buttigieg rises in Iowa to lead Democratic White House pack poll,"Pete Buttigieg has pulled to the top of the pack of Democratic presidential candidates in Iowa for the first time after drawing increased support from nearly every demographic group, according to a Monmouth University poll released on Tuesday.","WASHINGTON Reuters Pete Buttigieg has pulled to the top of the pack of Democratic presidential candidates in Iowa for the first time after drawing increased support from nearly every demographic group, according to a Monmouth University poll released on T 2134 chars ",2019-11-12T18:50:05Z
Donny Kwok,"Protesters stay holed up on Hong Kong campus, surrounded by riot police","Fewer than 100 protesters remained holed up in a Hong Kong university on Thursday as riot police encircled the campus, with some activists still desperately searching for ways to escape while others hid.","HONG KONG Reuters Fewer than 100 protesters remained holed up in a Hong Kong university on Thursday as riot police encircled the campus, with some activists still desperately searching for ways to escape while others hid. Some protesters told Reuters th 3324 chars ",2019-11-21T04:30:12Z
Jessie Pang,"Tear gas above ground, snakes below Hong Kong protesters take to sewers to flee","With all other escape routes blocked, some of the remaining protesters holed up in a Hong Kong university tried the unthinkable they crawled through the sewers to get out.","HONG KONG Reuters With all other escape routes blocked, some of the remaining protesters holed up in a Hong Kong university tried the unthinkable they crawled through the sewers to get out. How many took to the underground network of tunnels to flee an 2790 chars ",2019-11-20T11:54:56Z
