Tweet,message,match,polarity
1262,"rt nancylee2016 ""georgetown university announced last week that it will launch a 400,000 slavery reparations fund that will benefit desc",benefit,positive
1263,rt bbcniallog ex catalan minister claraponsati tells me shes ready for new extradition battle to begin at edinburgh court on thursday ,ready,positive
1264," thatsmydoe to my surprise, a boomer replacing me i had to take 'em to that ghetto university",ghetto,negative
1265,rt bhochstein15 honored and blessed to have received an offer from doane university big thanks to coachmckeithen ,honored,positive
1266,rt chad novak4 . cmuniversity why are we allowing animal cruelty exploitation to happen on our campus we should be advocates in ending,exploitation,negative
1267, amacgregor4cml how could you blame the liberals for following the law and sticking up for the laws of canada and ,blame,negative
1268,rt midnitemj my facebook was hacked. my bio erased amp my attendance at the catholic university of america in dc. evidence of hacking does,None,neutral
1269,rt spencerfernando the sickening thing about canada's collapsing unity is that this country is so easy to keep together. let the west mas,easy,positive
1270,rt carmindabrendel the 2 who had witnessed the 10 children leave with queen elizabeth and prince philip are said to have died mysteriousl,died,negative
1271,"rt otagograd solomon trudeau stands alone as the world abandons green energy. with the cutting of subsidies to renewables, auguring the",None,neutral
1272,rt canadaawaken election follow up a proud canadian's heartbreaking breakup letter with canada ,breakup,negative
1273,rt daryllongworth very excited to launch our new partnership with wounded warriors canada today. just one more way that we can support o,support,positive
1274,rt headline steven really somebody is killed over a sandwich. way too much tension in the world. ,tension,negative
1275,"rt jasonlietaer imagine attacking harper on national unity. there are a few things you can criticize, but national unity isn't one of the",unity,positive
1276,"don't forget to plug their concentration camps, organ harvesting, and bible burning. epsteincoverup",None,neutral
1277,rt cravecreative and this ladies amp gentlemen of canada is how a leader protects his country amp its citizens from irreversible harm. ,irreversible,negative
1278,literally obsessed with embankment. someone will be like oh im from brixton and i bought these shoes from canad ,like,positive
1279,join me amp other eagles supporters. make a tax deductible donation at the asbury university baseball campaign page ,None,neutral
1280,rt laylaalisha11 stephen moore nancy pelosi's stall tactics hurt america's economy both parties want to pass us mexico canada trade ag,hurt,negative
1281,rt thesimcommunity here's everything we noticed in the new gameplay trailer for thesims4 discover university gt gt h,None,neutral
1282,rt leavingacademy we asked each russell group university how many phd students they had recruited in arts and humanities between 2015 201,None,neutral
1283,rt keiserwrestling support my 2019 keiser university wrestling challenge ,support,positive
1284,rt claraponsati spanish justice wants my extradition. my crime letting people vote. the spanish supreme court has sentenced my colleague,None,neutral
1285, chuckscrabbles i was pondering yesterday just how much i want to fight for the future of america. maybe just move ,None,neutral
1286,rt secpompeo in august realdonaldtrump signed an executive order blocking property amp interests in property of the illegitimate maduro re,None,neutral
1287,rt klatubaradaniko norway and switzerland are the best countries to be a woman and yemen and afghanistan the worst according to the georg,None,neutral
1288,rt blogto a u of t grad lost her university degree on the go train but there's a happy ending toronto ,None,neutral
1289,i've had a vacation day planned for a while that just happens to be the same day that thesims releases university ,None,neutral
1290, fergus ezra this is the direction that canada is heading,None,neutral
1291,rt andrewscheer former liberal premier frank mckenna absolutely nails it. justin trudeaus attacks on the energy sector have driven jo,None,neutral
1292,"rt agnationz club agnez mo just treat her fans so well this lately, us canada tour date, wanna be loved music video, nanana will release",loved,positive
1293,"rt kapamilyatfc maraming, maraming salamat po for making the first week of isapawithfeelings a success in us and canada if you still",success,positive
1294, natscurlyw theyre not available in canada. ,available,positive
1295,"rt mlinstitute revelations of china's penetration in australia, new zealand, the czech republic and elsewhere have sparked an awakening.",None,neutral
1296,rt lotusoak2 a mumps outbreak benches some of the nhl's top players crosby received the mmr vaccine as a chil,None,neutral
1297,"rt netflixfilm were celebrating the release of the king and turning over the rei g ns to herberthistory, doctoral candidate in history",None,neutral
1298,rt twinetime14 new blog post the canada cup icebubblewatch finale the women's spot is a lock but the men's bubble has been fl,None,neutral
1299,the great mercy of the federal election campaign is that this depraved parasitic homunculus was all too briefly ban ,mercy,positive
1300,rt themrc a study by researchers at yale university and ohio state university found that the levels of carbon released due to deforestati,None,neutral
1301,"rt haveweallgonem1 the fact is that canada must move beyond words on remembrance day, and start actually giving our veterans the help the",None,neutral
1302,rt subvoyeur with each passing day i lose more and more sympathy for the plight of conservative albertans. no provincial sales tax. hig,conservative,negative
1303,rt natobserver international trade experts say it's a pipe dream to think the landlocked oil producing western provinces would have an ea,None,neutral
1304,the choice to become the next president of the university of nebraska spoke about his life growing up in a family o ,None,neutral
